customer_id,tenure_months,past_payment_count,past_failure_count,preferred_channel,opted_out,lifetime_value
CUST_00625,36,36,8,sms,False,98974
CUST_00626,12,8,0,email,False,17842
CUST_00627,24,19,2,sms,False,13902
CUST_00628,6,4,0,sms,False,2867
CUST_00629,6,6,1,whatsapp,False,10303
CUST_00630,12,11,1,email,False,13078
CUST_00631,1,1,0,email,False,2794
CUST_00632,24,14,3,whatsapp,False,28966
CUST_00633,12,10,0,whatsapp,False,15200
CUST_00634,6,4,0,sms,False,2209
CUST_00635,12,12,0,whatsapp,False,20557
CUST_00636,3,2,0,sms,False,2870
CUST_00637,12,6,0,sms,False,4258
CUST_00638,1,1,0,email,False,1215
CUST_00639,6,6,0,whatsapp,False,11764
CUST_00640,12,9,1,whatsapp,False,5967
CUST_00641,1,1,0,whatsapp,False,529
CUST_00642,12,10,1,whatsapp,False,12884
CUST_00643,6,5,0,whatsapp,False,12377
CUST_00644,6,5,0,sms,False,2564
CUST_00645,6,5,1,whatsapp,False,10014
CUST_00646,6,5,0,sms,False,7776
CUST_00647,6,6,1,sms,False,16779
CUST_00648,3,2,0,whatsapp,False,2193
CUST_00649,12,12,1,whatsapp,False,24885
CUST_00650,3,3,0,whatsapp,False,2936
CUST_00651,1,1,0,whatsapp,False,2286
CUST_00652,1,1,0,whatsapp,False,2974
CUST_00653,12,9,0,whatsapp,False,26389
CUST_00654,1,1,0,whatsapp,False,3146
CUST_00655,36,9,1,whatsapp,False,12729
CUST_00656,1,1,0,whatsapp,False,967
CUST_00657,6,3,0,sms,False,9766
CUST_00658,3,3,0,whatsapp,False,8320
CUST_00659,1,1,0,whatsapp,False,2934
CUST_00660,3,3,0,email,False,7288
CUST_00661,12,6,0,whatsapp,False,13969
CUST_00662,24,24,2,whatsapp,False,37410
CUST_00663,3,2,0,email,False,4335
CUST_00664,3,2,0,sms,False,1957
CUST_00665,1,1,0,whatsapp,False,3262
CUST_00666,24,19,1,whatsapp,False,34808
CUST_00667,3,3,0,whatsapp,False,7921
CUST_00668,1,1,0,sms,False,2058
CUST_00669,12,10,1,whatsapp,False,24537
CUST_00670,1,1,0,sms,False,2622
CUST_00671,1,1,0,sms,True,901
CUST_00672,24,13,1,sms,False,37498
CUST_00673,3,1,0,whatsapp,False,2433
CUST_00674,3,2,0,whatsapp,False,4858
CUST_00675,3,1,0,sms,False,3393
CUST_00676,6,6,1,whatsapp,False,15936
CUST_00677,24,22,5,whatsapp,False,74427
CUST_00678,6,6,1,sms,False,6855
CUST_00679,12,9,2,whatsapp,True,18503
CUST_00680,6,3,0,sms,False,7249
CUST_00681,3,1,0,sms,False,2401
CUST_00682,12,7,1,whatsapp,False,16417
CUST_00683,3,2,0,sms,False,1847
CUST_00684,6,4,0,email,False,3924
CUST_00685,12,12,1,whatsapp,False,36774
CUST_00686,24,24,4,whatsapp,False,73601
CUST_00687,1,1,0,sms,False,3344
CUST_00688,12,12,1,whatsapp,False,39648
CUST_00689,6,3,0,sms,False,2672
CUST_00690,1,1,0,sms,False,2788
CUST_00691,1,1,0,sms,False,2483
CUST_00692,6,6,0,whatsapp,False,9856
CUST_00693,36,34,1,whatsapp,False,28077
CUST_00694,6,3,0,email,False,5242
CUST_00695,24,8,0,sms,False,24951
CUST_00696,1,1,0,sms,False,756
CUST_00697,1,1,0,whatsapp,False,2685
CUST_00698,3,1,0,sms,False,2080
CUST_00699,12,12,1,whatsapp,False,6015
CUST_00700,24,24,1,whatsapp,False,30456
CUST_00701,3,1,0,whatsapp,False,1726
CUST_00702,6,4,0,whatsapp,False,12974
CUST_00703,12,12,1,sms,False,34063
CUST_00704,6,6,0,sms,False,16154
CUST_00705,12,8,1,email,False,24405
CUST_00706,12,6,0,sms,True,18343
CUST_00707,24,9,1,whatsapp,False,19785
CUST_00708,36,36,3,sms,False,117215
CUST_00709,12,11,0,sms,False,28308
CUST_00710,1,1,0,whatsapp,False,525
CUST_00711,3,1,0,sms,False,2124
CUST_00712,12,11,2,whatsapp,False,8449
CUST_00713,24,22,4,email,False,67636
CUST_00714,12,11,0,whatsapp,False,4531
CUST_00715,24,24,5,email,False,50952
CUST_00716,36,24,5,sms,False,68457
CUST_00717,6,6,0,whatsapp,True,19118
CUST_00718,3,2,0,whatsapp,False,5895
CUST_00719,1,1,0,sms,False,2770
CUST_00720,1,1,0,whatsapp,False,748
CUST_00721,24,23,1,sms,False,37485
CUST_00722,6,5,1,whatsapp,False,7388
CUST_00723,24,24,2,whatsapp,False,45301
CUST_00724,36,36,8,whatsapp,False,47978
CUST_00725,12,11,0,whatsapp,False,17657
CUST_00726,6,5,1,email,False,13115
CUST_00727,12,12,1,email,False,18498
CUST_00728,12,12,0,whatsapp,False,18058
CUST_00729,36,36,1,whatsapp,False,33939
CUST_00730,6,3,0,sms,False,5648
CUST_00731,3,2,0,whatsapp,False,1495
CUST_00732,24,21,3,whatsapp,False,44923
CUST_00733,24,24,0,sms,False,52796
CUST_00734,3,3,0,whatsapp,False,9722
CUST_00735,3,2,0,whatsapp,False,5443
CUST_00736,12,12,2,sms,False,37510
CUST_00737,3,3,0,whatsapp,False,10271
CUST_00738,6,6,0,sms,False,6863
CUST_00739,1,1,0,email,False,1034
CUST_00740,12,12,1,whatsapp,False,26821
CUST_00741,3,2,0,sms,False,5953
CUST_00742,12,11,0,sms,False,22224
CUST_00743,36,28,1,sms,False,25683
CUST_00744,1,1,0,whatsapp,False,584
CUST_00745,1,1,0,sms,False,1221
CUST_00746,12,10,2,whatsapp,False,21708
CUST_00747,1,1,0,whatsapp,False,1978
CUST_00748,12,7,0,sms,False,19190
CUST_00749,6,4,0,whatsapp,False,1898
