payment_id,customer_id,amount,method,failed_at,error_reason,failure_class,has_active_mandate,attempt_number,invoice_due_date,arm
PAY_00218,CUST_00722,58230,upi,2026-08-27T17:13:00,incorrect_pin,customer_input_error,True,1,2026-08-29,treatment
PAY_00219,CUST_00247,1212,upi,2026-08-25T00:51:00,bank_account_invalid,instrument_invalid,True,1,2026-08-31,treatment
PAY_00220,CUST_00571,1273,card,2026-08-14T12:28:00,user_not_registered_for_netbanking,instrument_invalid,True,1,2026-08-16,treatment
PAY_00221,CUST_00246,950,card,2026-08-26T01:08:00,insufficient_funds,insufficient_funds,True,1,2026-08-29,treatment
PAY_00222,CUST_00567,330,card,2026-08-14T15:22:00,transaction_daily_limit_exceeded,limit_exceeded,True,1,2026-08-20,control
PAY_00223,CUST_00216,5453,card,2026-08-28T11:04:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-09-03,treatment
PAY_00224,CUST_00501,1230,upi,2026-08-13T06:04:00,debit_declined,issuer_decline,True,1,2026-08-18,treatment
PAY_00225,CUST_00654,251,netbanking,2026-08-22T14:24:00,transaction_limit_exceeded,limit_exceeded,False,1,2026-08-27,control
PAY_00226,CUST_00342,1023,card,2026-08-24T23:13:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-27,treatment
PAY_00227,CUST_00246,2013,upi,2026-08-03T08:59:00,debit_instrument_inactive,instrument_invalid,True,1,2026-08-06,control
PAY_00228,CUST_00266,3020,card,2026-08-19T14:33:00,incorrect_card_expiry_date,customer_input_error,True,1,2026-08-19,treatment
PAY_00229,CUST_00451,1582,card,2026-08-14T13:06:00,otp_expired,session_expiry,True,1,2026-08-21,treatment
PAY_00230,CUST_00086,16808,card,2026-08-03T08:14:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-04,treatment
PAY_00231,CUST_00629,2058,upi,2026-08-21T16:20:00,invalid_vpa,customer_input_error,True,1,2026-08-21,control
PAY_00232,CUST_00592,190,card,2026-08-08T23:04:00,card_number_invalid,customer_input_error,False,1,2026-08-10,control
PAY_00233,CUST_00343,169,card,2026-08-23T10:58:00,card_expired,instrument_invalid,True,1,2026-08-25,control
PAY_00234,CUST_00037,304,card,2026-08-03T08:20:00,gateway_technical_error,technical_downtime,True,1,2026-08-05,treatment
PAY_00235,CUST_00327,292,upi,2026-08-19T04:11:00,insufficient_funds,insufficient_funds,True,1,2026-08-19,treatment
PAY_00236,CUST_00212,856,netbanking,2026-08-10T06:14:00,insufficient_funds,insufficient_funds,True,1,2026-08-11,treatment
PAY_00237,CUST_00612,1123,upi,2026-08-27T13:43:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-31,treatment
PAY_00238,CUST_00005,2946,card,2026-08-19T16:27:00,pin_attempts_exceeded,temporary_lockout,True,1,2026-08-26,treatment
PAY_00239,CUST_00248,2200,upi,2026-08-19T17:40:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-24,treatment
PAY_00240,CUST_00413,2337,card,2026-08-11T18:54:00,insufficient_funds,insufficient_funds,True,1,2026-08-11,treatment
PAY_00241,CUST_00307,396,netbanking,2026-08-16T11:14:00,psp_app_not_available,technical_downtime,True,1,2026-08-20,treatment
PAY_00242,CUST_00682,2303,card,2026-08-07T17:37:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-10,control
PAY_00243,CUST_00724,151,upi,2026-08-13T15:59:00,debit_declined,issuer_decline,True,1,2026-08-19,treatment
PAY_00244,CUST_00560,267,upi,2026-08-11T08:13:00,debit_instrument_inactive,instrument_invalid,True,1,2026-08-17,treatment
PAY_00245,CUST_00551,8717,card,2026-08-19T15:37:00,psp_app_not_available,technical_downtime,True,1,2026-08-22,treatment
PAY_00246,CUST_00103,559,card,2026-08-26T16:41:00,insufficient_funds,insufficient_funds,True,1,2026-08-28,treatment
PAY_00247,CUST_00170,6448,card,2026-08-25T00:06:00,debit_instrument_blocked,issuer_decline,True,1,2026-08-27,treatment
PAY_00248,CUST_00212,2103,card,2026-08-04T09:25:00,psp_app_not_available,technical_downtime,True,1,2026-08-06,treatment
PAY_00249,CUST_00648,2378,upi,2026-08-27T22:18:00,pin_attempts_exceeded,temporary_lockout,False,1,2026-08-31,control
PAY_00250,CUST_00517,458,upi,2026-08-03T21:07:00,card_declined,issuer_decline,True,1,2026-08-09,treatment
PAY_00251,CUST_00421,155,card,2026-08-18T07:13:00,card_number_invalid,customer_input_error,True,1,2026-08-18,control
PAY_00252,CUST_00252,140,card,2026-08-09T23:37:00,incorrect_otp,customer_input_error,False,1,2026-08-16,treatment
PAY_00253,CUST_00493,593,upi,2026-08-07T21:17:00,incorrect_card_expiry_date,customer_input_error,False,1,2026-08-08,treatment
PAY_00254,CUST_00444,10683,upi,2026-08-07T01:04:00,payment_collect_request_expired,session_expiry,False,1,2026-08-08,treatment
PAY_00255,CUST_00165,2247,upi,2026-08-02T04:33:00,psp_not_registered,instrument_invalid,False,1,2026-08-02,treatment
PAY_00256,CUST_00635,4612,netbanking,2026-08-08T09:09:00,incorrect_otp,customer_input_error,False,1,2026-08-12,treatment
PAY_00257,CUST_00061,3287,netbanking,2026-08-07T02:27:00,transaction_daily_limit_exceeded,limit_exceeded,True,1,2026-08-08,treatment
PAY_00258,CUST_00060,9683,upi,2026-08-26T15:06:00,bank_not_available,technical_downtime,False,1,2026-08-26,treatment
PAY_00259,CUST_00004,771,card,2026-08-17T17:51:00,otp_attempts_exceeded,temporary_lockout,True,1,2026-08-24,treatment
PAY_00260,CUST_00218,318,upi,2026-08-16T16:23:00,user_not_registered_for_netbanking,instrument_invalid,True,1,2026-08-17,control
PAY_00261,CUST_00308,245,card,2026-08-04T21:24:00,incorrect_otp,customer_input_error,False,1,2026-08-04,control
PAY_00262,CUST_00343,1295,upi,2026-08-02T13:38:00,credit_limit_exceeded,limit_exceeded,False,1,2026-08-07,control
PAY_00263,CUST_00671,14260,upi,2026-08-10T02:00:00,payment_session_expired,session_expiry,True,1,2026-08-14,treatment
PAY_00264,CUST_00367,48721,upi,2026-08-20T09:32:00,insufficient_funds,insufficient_funds,False,1,2026-08-25,treatment
PAY_00265,CUST_00679,2244,card,2026-08-07T11:23:00,psp_not_registered,instrument_invalid,True,1,2026-08-09,treatment
PAY_00266,CUST_00669,342,netbanking,2026-08-12T00:16:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-16,control
PAY_00267,CUST_00387,8873,card,2026-08-14T05:16:00,payment_timed_out,session_expiry,False,1,2026-08-20,treatment
PAY_00268,CUST_00688,102,upi,2026-08-26T03:31:00,insufficient_funds,insufficient_funds,True,1,2026-08-27,treatment
PAY_00269,CUST_00165,178,card,2026-08-05T17:09:00,gateway_technical_error,technical_downtime,True,1,2026-08-08,treatment
PAY_00270,CUST_00609,6205,card,2026-08-01T08:05:00,insufficient_funds,insufficient_funds,False,1,2026-08-02,treatment
PAY_00271,CUST_00355,3692,upi,2026-08-27T10:12:00,card_number_invalid,customer_input_error,False,1,2026-08-29,treatment
PAY_00272,CUST_00296,1726,netbanking,2026-08-23T21:23:00,vpa_resolution_failed,technical_downtime,True,1,2026-08-23,treatment
PAY_00273,CUST_00636,412,upi,2026-08-28T22:21:00,insufficient_funds,insufficient_funds,True,1,2026-08-29,treatment
PAY_00274,CUST_00419,858,upi,2026-08-10T23:56:00,user_not_eligible,issuer_decline,True,1,2026-08-13,control
PAY_00275,CUST_00352,7073,upi,2026-08-18T20:45:00,payment_timed_out,session_expiry,True,1,2026-08-19,treatment
PAY_00276,CUST_00742,1721,card,2026-08-15T08:59:00,bank_account_invalid,instrument_invalid,False,1,2026-08-20,treatment
PAY_00277,CUST_00381,241,card,2026-08-10T22:49:00,incorrect_otp,customer_input_error,True,1,2026-08-16,treatment
PAY_00278,CUST_00156,599,card,2026-08-26T17:27:00,payment_timed_out,session_expiry,True,1,2026-09-02,treatment
PAY_00279,CUST_00044,213,upi,2026-08-11T04:28:00,issuer_technical_error,technical_downtime,True,1,2026-08-13,treatment
PAY_00280,CUST_00524,1105,upi,2026-08-16T23:25:00,insufficient_funds,insufficient_funds,True,1,2026-08-18,treatment
PAY_00281,CUST_00009,188,card,2026-08-22T05:15:00,payment_session_expired,session_expiry,False,1,2026-08-23,treatment
PAY_00282,CUST_00338,6256,upi,2026-08-28T12:38:00,insufficient_funds,insufficient_funds,True,1,2026-08-28,treatment
PAY_00283,CUST_00576,130,card,2026-08-01T05:17:00,card_declined,issuer_decline,True,1,2026-08-06,treatment
PAY_00284,CUST_00185,170,card,2026-08-28T02:20:00,psp_not_registered,instrument_invalid,False,1,2026-08-30,treatment
PAY_00285,CUST_00706,179,card,2026-08-03T14:10:00,incorrect_otp,customer_input_error,True,1,2026-08-10,treatment
PAY_00286,CUST_00122,1472,netbanking,2026-08-08T18:11:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-13,treatment
PAY_00287,CUST_00124,498,card,2026-08-19T05:32:00,payment_failed,issuer_decline,True,1,2026-08-25,control
PAY_00288,CUST_00108,1737,card,2026-08-21T07:13:00,card_number_invalid,customer_input_error,True,1,2026-08-21,control
PAY_00289,CUST_00349,1886,upi,2026-08-13T04:11:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-18,treatment
PAY_00290,CUST_00002,4840,netbanking,2026-08-19T19:51:00,mandate_creation_declined,mandate_failure,False,1,2026-08-21,treatment
PAY_00291,CUST_00642,291,card,2026-08-26T17:49:00,insufficient_funds,insufficient_funds,True,1,2026-08-26,treatment
PAY_00292,CUST_00361,38043,upi,2026-08-20T22:58:00,transaction_daily_limit_exceeded,limit_exceeded,False,1,2026-08-25,control
PAY_00293,CUST_00428,430,upi,2026-08-01T18:10:00,bank_not_available,technical_downtime,False,1,2026-08-01,control
PAY_00294,CUST_00400,2191,card,2026-08-18T21:59:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-20,control
PAY_00295,CUST_00126,1558,card,2026-08-19T04:04:00,payment_session_expired,session_expiry,True,1,2026-08-22,treatment
PAY_00296,CUST_00155,9300,card,2026-08-07T00:02:00,incorrect_otp,customer_input_error,False,1,2026-08-09,treatment
PAY_00297,CUST_00074,59477,upi,2026-08-09T13:22:00,credit_limit_exceeded,limit_exceeded,True,1,2026-08-10,treatment
PAY_00298,CUST_00699,367,card,2026-08-11T18:04:00,payment_collect_request_expired,session_expiry,False,1,2026-08-11,treatment
PAY_00299,CUST_00167,211,card,2026-08-13T09:11:00,invalid_vpa,customer_input_error,True,1,2026-08-15,treatment
PAY_00300,CUST_00353,2405,netbanking,2026-08-26T07:31:00,transaction_limit_exceeded,limit_exceeded,True,1,2026-08-30,treatment
PAY_00301,CUST_00602,544,card,2026-08-06T08:52:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-12,treatment
PAY_00302,CUST_00428,9597,upi,2026-08-18T10:54:00,insufficient_funds,insufficient_funds,True,1,2026-08-24,treatment
PAY_00303,CUST_00236,8110,card,2026-08-23T00:39:00,payment_risk_check_failed,issuer_decline,True,1,2026-08-24,treatment
PAY_00304,CUST_00672,55191,upi,2026-08-01T05:09:00,insufficient_funds,insufficient_funds,True,1,2026-08-01,treatment
PAY_00305,CUST_00504,365,card,2026-08-15T04:23:00,mandate_creation_failed,mandate_failure,False,1,2026-08-18,treatment
PAY_00306,CUST_00095,7784,upi,2026-08-18T21:53:00,insufficient_funds,insufficient_funds,False,1,2026-08-22,treatment
PAY_00307,CUST_00404,307,netbanking,2026-08-25T23:28:00,payment_timed_out,session_expiry,True,1,2026-08-31,treatment
PAY_00308,CUST_00155,5676,card,2026-08-27T01:57:00,server_error,technical_downtime,True,1,2026-08-30,treatment
PAY_00309,CUST_00023,354,card,2026-08-17T05:44:00,psp_not_registered,instrument_invalid,True,1,2026-08-17,treatment
PAY_00310,CUST_00259,1258,upi,2026-08-10T13:56:00,incorrect_card_expiry_date,customer_input_error,True,1,2026-08-11,treatment
PAY_00311,CUST_00095,1097,upi,2026-08-07T11:03:00,card_expired,instrument_invalid,True,1,2026-08-07,treatment
PAY_00312,CUST_00536,245,card,2026-08-19T20:48:00,user_not_eligible,issuer_decline,False,1,2026-08-22,control
PAY_00313,CUST_00521,1840,card,2026-08-22T06:53:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-26,treatment
PAY_00314,CUST_00051,363,card,2026-08-20T20:00:00,transaction_daily_limit_exceeded,limit_exceeded,False,1,2026-08-27,treatment
PAY_00315,CUST_00622,7077,card,2026-08-15T21:06:00,issuer_technical_error,technical_downtime,False,1,2026-08-16,control
PAY_00316,CUST_00529,5418,upi,2026-08-04T02:36:00,psp_not_registered,instrument_invalid,True,1,2026-08-07,control
PAY_00317,CUST_00042,888,card,2026-08-28T00:21:00,mandate_creation_declined,mandate_failure,False,1,2026-09-02,treatment
PAY_00318,CUST_00153,402,card,2026-08-08T11:15:00,payment_session_expired,session_expiry,True,1,2026-08-14,treatment
PAY_00319,CUST_00717,2402,upi,2026-08-18T01:04:00,payment_collect_request_expired,session_expiry,True,1,2026-08-21,control
PAY_00320,CUST_00207,866,upi,2026-08-26T16:21:00,psp_app_not_available,technical_downtime,True,1,2026-08-29,treatment
PAY_00321,CUST_00727,4454,card,2026-08-11T04:55:00,bank_cutoff_in_progress,technical_downtime,False,1,2026-08-11,treatment
PAY_00322,CUST_00739,3867,upi,2026-08-21T14:48:00,card_declined,issuer_decline,True,1,2026-08-22,control
PAY_00323,CUST_00299,298,card,2026-08-05T22:46:00,vpa_resolution_failed,technical_downtime,True,1,2026-08-06,control
PAY_00324,CUST_00144,1214,upi,2026-08-22T09:31:00,transaction_frequency_limit_exceeded,limit_exceeded,False,1,2026-08-29,treatment
PAY_00325,CUST_00728,1270,card,2026-08-04T21:37:00,psp_not_registered,instrument_invalid,True,1,2026-08-10,treatment
PAY_00326,CUST_00303,219,card,2026-08-20T23:43:00,issuer_technical_error,technical_downtime,True,1,2026-08-22,treatment
PAY_00327,CUST_00141,333,upi,2026-08-13T21:45:00,debit_instrument_inactive,instrument_invalid,True,1,2026-08-14,treatment
PAY_00328,CUST_00638,5951,card,2026-08-15T00:23:00,incorrect_pin,customer_input_error,True,1,2026-08-16,control
PAY_00329,CUST_00038,1358,card,2026-08-04T01:04:00,payment_risk_check_failed,issuer_decline,False,1,2026-08-09,treatment
PAY_00330,CUST_00685,951,upi,2026-08-15T10:38:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-20,treatment
PAY_00331,CUST_00191,996,upi,2026-08-19T12:30:00,bank_not_available,technical_downtime,False,1,2026-08-23,treatment
PAY_00332,CUST_00212,2094,card,2026-08-16T22:08:00,issuer_technical_error,technical_downtime,True,1,2026-08-18,treatment
PAY_00333,CUST_00002,1860,upi,2026-08-02T22:56:00,gateway_technical_error,technical_downtime,True,1,2026-08-07,control
PAY_00334,CUST_00286,8477,upi,2026-08-05T15:56:00,transaction_daily_limit_exceeded,limit_exceeded,True,1,2026-08-08,treatment
PAY_00335,CUST_00671,2976,upi,2026-08-13T19:45:00,bank_account_invalid,instrument_invalid,False,1,2026-08-16,control
PAY_00336,CUST_00116,1578,netbanking,2026-08-26T09:54:00,mandate_creation_failed,mandate_failure,False,1,2026-08-27,treatment
PAY_00337,CUST_00614,124,card,2026-08-20T21:03:00,debit_declined,issuer_decline,False,1,2026-08-26,control
PAY_00338,CUST_00403,1881,netbanking,2026-08-21T00:32:00,otp_attempts_exceeded,temporary_lockout,True,1,2026-08-25,treatment
PAY_00339,CUST_00262,211,card,2026-08-28T00:55:00,debit_instrument_blocked,issuer_decline,False,1,2026-08-31,treatment
PAY_00340,CUST_00008,415,upi,2026-08-14T15:59:00,card_declined,issuer_decline,True,1,2026-08-15,treatment
PAY_00341,CUST_00432,3350,card,2026-08-16T13:46:00,card_number_invalid,customer_input_error,True,1,2026-08-17,treatment
PAY_00342,CUST_00128,2355,card,2026-08-18T06:26:00,incorrect_cvv,customer_input_error,True,1,2026-08-24,treatment
PAY_00343,CUST_00165,6136,upi,2026-08-13T05:37:00,insufficient_funds,insufficient_funds,True,1,2026-08-16,treatment
PAY_00344,CUST_00404,1884,upi,2026-08-11T05:11:00,psp_not_registered,instrument_invalid,False,1,2026-08-18,treatment
PAY_00345,CUST_00325,1452,upi,2026-08-04T04:20:00,card_number_invalid,customer_input_error,True,1,2026-08-11,treatment
PAY_00346,CUST_00570,136,card,2026-08-24T17:01:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-30,treatment
PAY_00347,CUST_00192,2141,card,2026-08-27T04:37:00,card_number_invalid,customer_input_error,False,1,2026-08-28,treatment
PAY_00348,CUST_00438,876,upi,2026-08-28T20:23:00,bank_technical_error,technical_downtime,True,1,2026-09-04,treatment
PAY_00349,CUST_00357,171,upi,2026-08-02T20:14:00,incorrect_pin,customer_input_error,True,1,2026-08-04,treatment
PAY_00350,CUST_00400,1322,card,2026-08-02T15:17:00,card_declined,issuer_decline,True,1,2026-08-04,control
PAY_00351,CUST_00417,2842,upi,2026-08-27T03:40:00,incorrect_card_expiry_date,customer_input_error,True,1,2026-08-30,control
PAY_00352,CUST_00176,1424,upi,2026-08-21T22:27:00,bank_account_invalid,instrument_invalid,True,1,2026-08-25,treatment
PAY_00353,CUST_00334,7395,upi,2026-08-26T22:05:00,payment_collect_request_expired,session_expiry,True,1,2026-09-02,treatment
PAY_00354,CUST_00555,4583,card,2026-08-26T06:23:00,debit_instrument_inactive,instrument_invalid,True,1,2026-09-01,treatment
PAY_00355,CUST_00678,1537,netbanking,2026-08-12T16:12:00,user_not_eligible,issuer_decline,False,1,2026-08-17,treatment
PAY_00356,CUST_00645,252,upi,2026-08-14T15:13:00,pin_attempts_exceeded,temporary_lockout,False,1,2026-08-21,treatment
PAY_00357,CUST_00520,4289,card,2026-08-10T07:10:00,user_not_registered_for_netbanking,instrument_invalid,False,1,2026-08-13,treatment
PAY_00358,CUST_00611,5003,card,2026-08-28T17:02:00,card_number_invalid,customer_input_error,True,1,2026-08-28,treatment
PAY_00359,CUST_00410,8710,upi,2026-08-24T00:03:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-31,treatment
PAY_00360,CUST_00501,275,upi,2026-08-28T18:20:00,debit_instrument_inactive,instrument_invalid,True,1,2026-08-28,control
PAY_00361,CUST_00572,424,card,2026-08-04T11:02:00,bank_account_invalid,instrument_invalid,True,1,2026-08-05,treatment
PAY_00362,CUST_00066,1506,upi,2026-08-15T19:16:00,psp_app_not_available,technical_downtime,False,1,2026-08-16,control
PAY_00363,CUST_00029,2173,upi,2026-08-28T05:25:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-09-03,treatment
PAY_00364,CUST_00352,1634,netbanking,2026-08-02T16:23:00,vpa_resolution_failed,technical_downtime,True,1,2026-08-06,treatment
PAY_00365,CUST_00618,1476,card,2026-08-21T02:37:00,card_declined,issuer_decline,True,1,2026-08-24,treatment
PAY_00366,CUST_00427,1006,card,2026-08-06T17:54:00,bank_not_available,technical_downtime,True,1,2026-08-07,treatment
PAY_00367,CUST_00383,3331,card,2026-08-24T23:48:00,bank_account_invalid,instrument_invalid,False,1,2026-08-28,treatment
PAY_00368,CUST_00670,218,upi,2026-08-06T00:37:00,insufficient_funds,insufficient_funds,True,1,2026-08-09,treatment
PAY_00369,CUST_00075,1976,netbanking,2026-08-16T01:19:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-18,treatment
PAY_00370,CUST_00428,8852,upi,2026-08-22T03:11:00,insufficient_funds,insufficient_funds,True,1,2026-08-22,treatment
PAY_00371,CUST_00673,223,upi,2026-08-05T01:09:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-07,treatment
PAY_00372,CUST_00252,337,upi,2026-08-16T11:49:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-20,treatment
PAY_00373,CUST_00643,1392,netbanking,2026-08-03T16:54:00,insufficient_funds,insufficient_funds,True,1,2026-08-04,treatment
PAY_00374,CUST_00160,153,upi,2026-08-19T15:30:00,incorrect_otp,customer_input_error,True,1,2026-08-26,treatment
PAY_00375,CUST_00347,317,card,2026-08-15T06:54:00,card_declined,issuer_decline,True,1,2026-08-22,treatment
PAY_00376,CUST_00160,946,upi,2026-08-18T07:25:00,bank_not_available,technical_downtime,False,1,2026-08-23,control
PAY_00377,CUST_00462,478,netbanking,2026-08-15T20:18:00,payment_collect_request_expired,session_expiry,False,1,2026-08-15,treatment
PAY_00378,CUST_00010,999,card,2026-08-06T00:08:00,user_not_eligible,issuer_decline,True,1,2026-08-09,treatment
PAY_00379,CUST_00354,1312,card,2026-08-06T19:20:00,psp_not_registered,instrument_invalid,True,1,2026-08-06,treatment
PAY_00380,CUST_00210,134,upi,2026-08-22T22:29:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-23,control
PAY_00381,CUST_00562,259,card,2026-08-15T05:04:00,incorrect_otp,customer_input_error,False,1,2026-08-19,control
PAY_00382,CUST_00673,477,upi,2026-08-12T07:11:00,payment_timed_out,session_expiry,False,1,2026-08-18,treatment
PAY_00383,CUST_00652,1480,card,2026-08-14T00:15:00,insufficient_funds,insufficient_funds,True,1,2026-08-18,treatment
PAY_00384,CUST_00188,13300,upi,2026-08-01T11:08:00,bank_not_available,technical_downtime,True,1,2026-08-07,treatment
PAY_00385,CUST_00028,943,card,2026-08-22T17:53:00,debit_declined,issuer_decline,True,1,2026-08-23,treatment
PAY_00386,CUST_00082,285,card,2026-08-26T20:19:00,card_number_invalid,customer_input_error,True,1,2026-08-31,treatment
PAY_00387,CUST_00438,6599,upi,2026-08-08T14:28:00,payment_timed_out,session_expiry,True,1,2026-08-11,treatment
PAY_00388,CUST_00137,111,card,2026-08-25T12:59:00,payment_risk_check_failed,issuer_decline,True,1,2026-09-01,treatment
PAY_00389,CUST_00047,4934,card,2026-08-05T06:43:00,pin_attempts_exceeded,temporary_lockout,True,1,2026-08-08,control
PAY_00390,CUST_00113,1782,card,2026-08-15T13:49:00,bank_not_available,technical_downtime,True,1,2026-08-21,treatment
PAY_00391,CUST_00212,45300,card,2026-08-14T08:30:00,card_expired,instrument_invalid,False,1,2026-08-21,treatment
PAY_00392,CUST_00564,348,upi,2026-08-08T00:01:00,payment_collect_request_expired,session_expiry,True,1,2026-08-09,treatment
PAY_00393,CUST_00185,1488,card,2026-08-05T22:38:00,payment_failed,issuer_decline,True,1,2026-08-06,control
PAY_00394,CUST_00386,330,upi,2026-08-22T04:37:00,payment_failed,issuer_decline,True,1,2026-08-25,control
PAY_00395,CUST_00457,1185,upi,2026-08-25T12:41:00,incorrect_otp,customer_input_error,False,1,2026-08-29,treatment
PAY_00396,CUST_00291,168,upi,2026-08-15T19:38:00,incorrect_otp,customer_input_error,True,1,2026-08-21,treatment
PAY_00397,CUST_00364,103,upi,2026-08-04T17:39:00,otp_expired,session_expiry,True,1,2026-08-09,treatment
PAY_00398,CUST_00417,5386,upi,2026-08-04T05:38:00,credit_limit_exceeded,limit_exceeded,False,1,2026-08-10,control
PAY_00399,CUST_00623,9487,upi,2026-08-16T17:32:00,insufficient_funds,insufficient_funds,True,1,2026-08-16,treatment
PAY_00400,CUST_00170,5351,upi,2026-08-04T06:41:00,incorrect_otp,customer_input_error,True,1,2026-08-05,treatment
PAY_00401,CUST_00707,368,upi,2026-08-04T07:04:00,credit_limit_exceeded,limit_exceeded,True,1,2026-08-08,treatment
PAY_00402,CUST_00248,1181,card,2026-08-06T19:22:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-09,treatment
PAY_00403,CUST_00561,210,card,2026-08-04T04:30:00,debit_instrument_blocked,issuer_decline,False,1,2026-08-09,control
PAY_00404,CUST_00071,8554,netbanking,2026-08-23T23:11:00,debit_instrument_blocked,issuer_decline,True,1,2026-08-25,treatment
PAY_00405,CUST_00720,1309,card,2026-08-23T06:25:00,card_expired,instrument_invalid,True,1,2026-08-24,treatment
PAY_00406,CUST_00568,4485,upi,2026-08-08T03:20:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-14,treatment
PAY_00407,CUST_00636,1602,card,2026-08-19T13:44:00,server_error,technical_downtime,True,1,2026-08-21,treatment
PAY_00408,CUST_00651,359,upi,2026-08-07T10:41:00,payment_failed,issuer_decline,True,1,2026-08-10,treatment
PAY_00409,CUST_00489,104,card,2026-08-04T15:42:00,incorrect_cvv,customer_input_error,False,1,2026-08-06,treatment
PAY_00410,CUST_00096,878,card,2026-08-17T23:14:00,incorrect_otp,customer_input_error,True,1,2026-08-17,control
PAY_00411,CUST_00664,382,netbanking,2026-08-10T08:10:00,debit_instrument_blocked,issuer_decline,False,1,2026-08-10,control
PAY_00412,CUST_00376,741,netbanking,2026-08-20T09:28:00,issuer_technical_error,technical_downtime,True,1,2026-08-26,treatment
PAY_00413,CUST_00291,5120,upi,2026-08-16T11:12:00,bank_not_available,technical_downtime,False,1,2026-08-17,treatment
PAY_00414,CUST_00520,498,card,2026-08-06T12:55:00,card_expired,instrument_invalid,True,1,2026-08-10,control
PAY_00415,CUST_00179,1694,upi,2026-08-06T07:30:00,issuer_technical_error,technical_downtime,False,1,2026-08-09,treatment
PAY_00416,CUST_00095,7588,card,2026-08-21T17:50:00,card_declined,issuer_decline,True,1,2026-08-25,treatment
PAY_00417,CUST_00301,912,card,2026-08-14T21:11:00,psp_app_not_available,technical_downtime,True,1,2026-08-17,treatment
PAY_00418,CUST_00104,1998,upi,2026-08-24T16:24:00,user_not_registered_for_netbanking,instrument_invalid,False,1,2026-08-28,control
PAY_00419,CUST_00575,4172,netbanking,2026-08-20T04:35:00,pin_attempts_exceeded,temporary_lockout,True,1,2026-08-22,treatment
PAY_00420,CUST_00648,344,card,2026-08-17T19:23:00,psp_not_registered,instrument_invalid,True,1,2026-08-23,treatment
PAY_00421,CUST_00615,755,upi,2026-08-28T15:25:00,bank_cutoff_in_progress,technical_downtime,True,1,2026-09-02,treatment
PAY_00422,CUST_00466,2471,upi,2026-08-09T09:47:00,credit_limit_exceeded,limit_exceeded,True,1,2026-08-13,treatment
PAY_00423,CUST_00109,2233,card,2026-08-28T20:01:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-28,treatment
PAY_00424,CUST_00536,1357,upi,2026-08-23T14:06:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-24,treatment
PAY_00425,CUST_00020,469,card,2026-08-13T15:42:00,card_number_invalid,customer_input_error,True,1,2026-08-18,treatment
PAY_00426,CUST_00445,1822,upi,2026-08-11T00:56:00,card_number_invalid,customer_input_error,True,1,2026-08-14,treatment
PAY_00427,CUST_00138,647,card,2026-08-24T08:57:00,card_declined,issuer_decline,False,1,2026-08-29,treatment
PAY_00428,CUST_00034,56250,card,2026-08-11T01:55:00,user_not_eligible,issuer_decline,False,1,2026-08-13,treatment
PAY_00429,CUST_00308,1559,upi,2026-08-26T02:40:00,payment_cancelled,session_expiry,False,1,2026-09-01,treatment
PAY_00430,CUST_00687,8806,card,2026-08-11T16:22:00,insufficient_funds,insufficient_funds,True,1,2026-08-17,treatment
PAY_00431,CUST_00625,2356,card,2026-08-01T09:41:00,incorrect_card_expiry_date,customer_input_error,False,1,2026-08-07,treatment
PAY_00432,CUST_00335,1892,card,2026-08-02T06:47:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-08,treatment
PAY_00433,CUST_00238,1891,netbanking,2026-08-03T21:09:00,psp_app_not_available,technical_downtime,True,1,2026-08-10,treatment
PAY_00434,CUST_00457,1882,netbanking,2026-08-28T11:29:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-09-04,treatment
PAY_00435,CUST_00521,2478,upi,2026-08-18T19:31:00,invalid_vpa,customer_input_error,True,1,2026-08-21,treatment
PAY_00436,CUST_00729,11802,upi,2026-08-19T11:54:00,insufficient_funds,insufficient_funds,True,1,2026-08-26,treatment
