payment_id,downtime_ends_at,lockout_ends_at,limit_resets_at,is_structural_limit,is_deliberate_abandon
PAY_00844,,,,False,False
PAY_00845,,,,False,False
PAY_00846,2026-08-27T13:16:46,,,False,False
PAY_00847,,,,False,False
PAY_00848,,,,False,False
PAY_00849,,,2026-08-28T00:30:00,False,False
PAY_00850,,,,False,False
PAY_00851,,,,False,False
PAY_00852,,,,False,True
PAY_00853,,,,False,False
PAY_00854,,,,False,False
PAY_00855,,,,False,False
PAY_00856,,,,False,False
PAY_00857,,,,False,False
PAY_00858,,,,False,False
PAY_00859,,,2026-08-02T00:30:00,False,False
PAY_00860,2026-08-15T04:43:05,,,False,False
PAY_00861,,,,True,False
PAY_00862,,,,False,False
PAY_00863,2026-08-19T02:13:58,,,False,False
PAY_00864,2026-08-03T11:39:28,,,False,False
PAY_00865,2026-08-29T00:12:27,,,False,False
PAY_00866,,,,False,False
PAY_00867,,,,False,False
PAY_00868,,,,False,False
PAY_00869,,,,False,False
PAY_00870,,,,False,False
PAY_00871,,,,False,False
PAY_00872,,,,False,False
PAY_00873,,,,False,False
PAY_00874,,,,False,False
PAY_00875,,,,False,False
PAY_00876,,,,False,False
PAY_00877,,,,False,False
PAY_00878,,,,False,False
PAY_00879,,,,False,False
PAY_00880,,,,False,False
PAY_00881,,,,False,False
PAY_00882,,,,False,False
PAY_00883,,,,False,False
PAY_00884,,,,False,False
PAY_00885,2026-08-07T16:51:15,,,False,False
PAY_00886,,,,False,False
PAY_00887,,,,False,True
PAY_00888,,,,False,False
PAY_00889,2026-08-04T17:15:43,,,False,False
PAY_00890,,,,False,False
PAY_00891,2026-08-21T12:24:35,,,False,False
PAY_00892,,,,False,False
PAY_00893,,,,False,False
PAY_00894,2026-08-21T20:31:58,,,False,False
PAY_00895,,,,False,False
PAY_00896,,,,False,False
PAY_00897,,,,False,False
PAY_00898,,,,False,False
PAY_00899,,,,False,False
PAY_00900,2026-08-23T14:22:18,,,False,False
PAY_00901,,,,False,False
PAY_00902,2026-08-02T23:49:29,,,False,False
PAY_00903,,,,False,False
PAY_00904,,,,False,False
PAY_00905,,,,False,False
PAY_00906,,,,False,False
PAY_00907,,,,False,False
PAY_00908,,,,False,False
PAY_00909,,,,False,False
PAY_00910,2026-08-07T08:19:07,,,False,False
PAY_00911,,,,False,False
PAY_00912,,,,False,False
PAY_00913,,,,False,False
PAY_00914,,,,False,False
PAY_00915,,,,False,False
PAY_00916,,,,False,False
PAY_00917,,,,False,False
PAY_00918,,,,False,False
PAY_00919,,,,False,False
PAY_00920,,,,False,False
PAY_00921,2026-08-14T00:35:30,,,False,False
PAY_00922,,,,False,False
PAY_00923,,,,False,False
PAY_00924,,,,False,False
PAY_00925,,,,False,False
PAY_00926,,,,False,False
PAY_00927,2026-08-08T19:11:20,,,False,False
PAY_00928,,,,True,False
PAY_00929,,,,False,False
PAY_00930,,,,False,False
PAY_00931,,,,False,False
PAY_00932,,,,False,False
PAY_00933,,,,False,False
PAY_00934,,,,False,False
PAY_00935,,,,False,False
PAY_00936,,,,False,False
PAY_00937,,,,False,False
PAY_00938,,,,False,False
PAY_00939,,,,False,False
PAY_00940,2026-08-11T07:05:29,,,False,False
PAY_00941,,,,False,False
PAY_00942,,,,False,False
PAY_00943,,,,False,False
PAY_00944,,,,False,True
PAY_00945,2026-08-14T03:52:34,,,False,False
PAY_00946,,,,False,False
PAY_00947,,,,False,False
PAY_00948,2026-08-24T13:53:29,,,False,False
PAY_00949,2026-08-14T21:07:21,,,False,False
PAY_00950,,,,False,False
PAY_00951,,,,False,False
PAY_00952,,,,False,False
PAY_00953,2026-08-28T10:29:30,,,False,False
PAY_00954,,,,False,False
PAY_00955,,,,False,True
PAY_00956,,,,False,False
PAY_00957,,,,False,False
PAY_00958,,,2026-08-04T00:30:00,False,False
PAY_00959,,,,False,False
PAY_00960,,,2026-08-25T00:30:00,False,False
PAY_00961,,,,False,False
PAY_00962,,,,False,False
PAY_00963,2026-08-11T20:14:56,,,False,False
PAY_00964,,,,False,False
PAY_00965,,,,False,False
PAY_00966,,,,False,False
PAY_00967,2026-08-06T04:39:44,,,False,False
PAY_00968,,,,False,False
PAY_00969,2026-08-06T05:36:29,,,False,False
PAY_00970,,,,False,False
PAY_00971,2026-08-26T11:48:30,,,False,False
PAY_00972,,,,False,False
PAY_00973,,,,False,False
PAY_00974,,,,False,False
PAY_00975,2026-08-11T11:44:59,,,False,False
PAY_00976,,,,False,False
PAY_00977,,2026-08-04T22:03:47,,False,False
PAY_00978,,,,False,False
PAY_00979,,,,False,False
PAY_00980,,,,False,False
PAY_00981,,,,False,False
PAY_00982,2026-08-05T17:32:55,,,False,False
PAY_00983,,,2026-08-22T00:30:00,False,False
PAY_00984,,,,False,False
PAY_00985,2026-08-26T20:36:55,,,False,False
PAY_00986,,,,False,False
PAY_00987,,,2026-08-23T00:30:00,False,False
PAY_00988,,,,False,False
PAY_00989,,,,False,False
PAY_00990,2026-08-16T16:40:48,,,False,False
PAY_00991,,,,False,False
PAY_00992,,,,False,False
PAY_00993,,,,False,False
PAY_00994,,,,True,False
PAY_00995,,,,False,False
PAY_00996,,,,False,False
PAY_00997,2026-08-06T17:07:54,,,False,False
PAY_00998,,,,False,False
PAY_00999,,,,False,False
